timestamp,location_reported,raw_message,category_label,severity_score
2025-10-08 18:38:00,Bathinda Refinery,crossed bathinda refinery. road clear. reaching on time.,clear,0
2025-10-08 18:52:00,Machhiwara,my cntr stppd t mchhwr. tyr brst. nd mchnc.,vehicle_breakdown,2
2025-10-08 20:16:00,NH-44,crossed nh-44. road clear. reaching on time.,clear,0
2025-10-08 20:17:00,Link Road #5,pthl n rd nr lnk rd #5. rsk f ccdnt. stck.,rural_hazard,5
2025-10-08 20:30:00,Ludhiana Transport Nagar,crossed ludhiana transport nagar. road clear. reaching on time.,clear,0
2025-10-08 20:51:00,Ferozepur Road,stray cows on road nr ferozepur road. risk of accident. phas gya.,rural_hazard,6
2025-10-08 21:03:00,Machhiwara,pothole on road near machhiwara. risk of accident. khada hai.,rural_hazard,5
2025-10-08 21:16:00,Doraha,zero visibility near doraha. slippery road is total. driving slow.,smog_fog,9
2025-10-08 21:57:00,Sirhind Mandi,zero visibility near sirhind mandi. slippery road is pura. driving slow.,smog_fog,9
2025-10-08 23:15:00,Ferozepur Road,electric wire on road near ferozepur road. risk of accident. khada hai.,rural_hazard,3
2025-10-08 23:17:00,Sahnewal Mandi,cattle on road near sahnewal mandi. risk of accident. khada hai.,rural_hazard,4
2025-10-09 00:24:00,Malerkotla,crossed malerkotla. road clear. reaching on time.,clear,0
2025-10-09 01:00:00,Malerkotla,crossed malerkotla. road clear. reaching on time.,clear,0
2025-10-09 01:24:00,NH-44,zero visibility near nh-44. waterlogging is pura. driving slow.,smog_fog,8
2025-10-09 01:30:00,Jalandhar Bypass,crossed jalandhar bypass. road clear. reaching on time.,clear,0
2025-10-09 01:30:00,Moga Grain Market,zr vsblty nr mg grn mrkt. smg s vry bd. drvng slw.,smog_fog,8
2025-10-09 01:47:00,Machhiwara,zero visibility nr machhiwara. dhund is very bad. driving slow.,smog_fog,9
2025-10-09 03:56:00,Doraha,crossed doraha. rd clear. reaching on time.,clear,0
2025-10-09 04:23:00,Amritsar Gate,zero visibility near amritsar gate. heavy rain is very bad. driving slow.,smog_fog,9
2025-10-09 04:33:00,Doraha,crossed doraha. road clear. reaching on time.,clear,0
2025-10-09 05:04:00,Moga Grain Market,crossed moga grain market. rd clear. reaching on time.,clear,0
2025-10-09 05:58:00,GT Road,zero visibility pass gt road. waterlogging is slow. driving slow.,smog_fog,7
2025-10-09 06:02:00,Phillaur,zero visibility near phillaur. dhund is very bad. driving slow.,smog_fog,8
2025-10-09 06:47:00,Doraha,crossed doraha. rod clear. reaching on time.,clear,0
2025-10-09 07:21:00,Raikot,crossed raikot. rod clear. reaching on time.,clear,0
2025-10-09 07:22:00,Canal Road,canal road blokd by road roko. total jam. avoid this route.,protest_dharna,10
2025-10-09 07:59:00,Raikot,raikot jammed by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-09 07:59:00,Machhiwara,dead traffic. canter blocked near machhiwara due to slow gate entry.,harvest_traffic,7
2025-10-09 08:04:00,GT Road,dead traffic. trolley jammed near gt road due to overloading check.,harvest_traffic,7
2025-10-09 08:22:00,Rajpura Toll,rajpura toll phas gya by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-09 09:17:00,Ferozepur Road,slow traffic. tractor stopped pass ferozepur road due to paddy bags.,harvest_traffic,4
2025-10-09 12:19:00,Moga Grain Market,moga grain market khada hai by union block. total jam. avoid this route.,protest_dharna,10
2025-10-09 14:13:00,Samrala,pura traffic. gaadi blocked near samrala due to paddy bags.,harvest_traffic,7
2025-10-09 14:26:00,Rajpura Toll,boht heavy traffic. tanker jammed near rajpura toll due to labor shortage.,harvest_traffic,6
2025-10-09 15:55:00,Bathinda Refinery,my tanker stopped at bathinda refinery. clutch plate gya. need mechanic.,vehicle_breakdown,2
2025-10-09 16:41:00,Doraha,my canter stopped at doraha. break fail. need mechanic.,vehicle_breakdown,2
2025-10-09 16:50:00,Moga Grain Market,moga grain market khada hai by strike. total jam. avoid this route.,protest_dharna,10
2025-10-09 17:09:00,Link Road #5,dead traffic. canter stuck near link road #5 due to paddy bags.,harvest_traffic,4
2025-10-09 17:17:00,GT Road,gt rd stuck by strike. total jam. avoid this route.,protest_dharna,10
2025-10-09 17:28:00,Bathinda Refinery,crossed bathinda refinery. rod clear. reaching on time.,clear,0
2025-10-09 18:47:00,Amritsar Gate,amritsar gate stuck by union block. total jam. avoid this route.,protest_dharna,10
2025-10-09 18:54:00,Machhiwara,machhiwara blocked by road roko. total jam. avoid this route.,protest_dharna,10
2025-10-09 19:01:00,Bathinda Refinery,crossed bathinda refinery. road clear. reaching on time.,clear,0
2025-10-09 19:56:00,NH-44,boht heavy traffic. trolley stuck near nh-44 due to unloading.,harvest_traffic,7
2025-10-09 20:48:00,Sahnewal Mandi,mud on rasta nr sahnewal mandi. risk of accident. stopped.,rural_hazard,6
2025-10-09 21:49:00,Nakodar,zr vsblty nr nkdr. hvy rn s pr. drvng slw.,smog_fog,7
2025-10-09 22:10:00,Ferozepur Road,zero visibility near ferozepur road. fog is slow. driving slow.,smog_fog,9
2025-10-09 22:45:00,Doraha,zero visibility near doraha. smog is boht heavy. driving slow.,smog_fog,9
2025-10-09 23:23:00,Canal Road,crossed canal road. road clear. reaching on time.,clear,0
2025-10-09 23:25:00,Samrala,zr vsblty nr smrl. wtrlggng s ttl. drvng slw.,smog_fog,9
2025-10-09 23:47:00,Jagraon Mandi,cattle on road nr jagraon mandi. risk of accident. jammed.,rural_hazard,6
2025-10-10 01:40:00,Samrala,zero visibility pass samrala. heavy rain is dead. driving slow.,smog_fog,9
2025-10-10 01:44:00,Machhiwara,zero visibility near machhiwara. slippery rod is dead. driving slow.,smog_fog,7
2025-10-10 02:07:00,GT Road,zero visibility nr gt road. dhund is dead. driving slow.,smog_fog,7
2025-10-10 02:14:00,Machhiwara,electric wire on road pass machhiwara. risk of accident. stuck.,rural_hazard,5
2025-10-10 02:29:00,Samrala,mud on road near samrala. risk of accident. phas gya.,rural_hazard,4
2025-10-10 02:54:00,Rajpura Toll,stray cows on road near rajpura toll. risk of accident. phas gya.,rural_hazard,6
2025-10-10 03:49:00,Samrala,cattle on rd nr samrala. risk of accident. stuck.,rural_hazard,5
2025-10-10 04:59:00,Machhiwara,zero visibility near machhiwara. slippery road is total. driving slow.,smog_fog,9
2025-10-10 05:28:00,Khanna Mandi,zero visibility near khanna mandi. heavy rain is total. driving slow.,smog_fog,7
2025-10-10 05:31:00,Canal Road,cattle on rod near canal road. risk of accident. khada hai.,rural_hazard,4
2025-10-10 08:31:00,Ludhiana Transport Nagar,ttl trffc. trck jmmd nr ldhn trnsprt ngr d t lbr shrtg.,harvest_traffic,4
2025-10-10 09:15:00,Jagraon Mandi,jagraon mandi stopped by road roko. total jam. avoid this route.,protest_dharna,10
2025-10-10 10:22:00,Raikot,pura traffic. truck blokd near raikot due to paddy bags.,harvest_traffic,6
2025-10-10 10:58:00,Canal Road,dead traffic. tanker blocked nr canal road due to overloading check.,harvest_traffic,4
2025-10-10 11:51:00,Moga Grain Market,moga grain market phas gya by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-10 12:02:00,Amritsar Gate,amritsar gate stuck by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-10 12:36:00,Phillaur,pura traffic. truck jammed near phillaur due to slow gate entry.,harvest_traffic,6
2025-10-10 13:46:00,Bathinda Refinery,dead traffic. tanker jammed near bathinda refinery due to slow gate entry.,harvest_traffic,4
2025-10-10 14:33:00,Khanna Mandi,total traffic. tractor stopped pass khanna mandi due to unloading.,harvest_traffic,7
2025-10-10 15:21:00,NH-44,my gaadi stopped at nh-44. break fail. need mechanic.,vehicle_breakdown,2
2025-10-10 15:29:00,Jagraon Mandi,boht heavy traffic. trolley khada hai near jagraon mandi due to slow gate entry.,harvest_traffic,4
2025-10-10 15:31:00,Phillaur,my truck stopped at phillaur. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-10 15:33:00,Phillaur,my tanker stopped at phillaur. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-10 17:41:00,Bathinda Refinery,dead traffic. tractor phas gya near bathinda refinery due to unloading.,harvest_traffic,6
2025-10-10 18:18:00,Ferozepur Road,ferozepur rod stopped by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-10 21:39:00,Sahnewal Mandi,zero visibility near sahnewal mandi. heavy rain is dead. driving slow.,smog_fog,7
2025-10-10 21:55:00,Nakodar,crossed nakodar. road clear. reaching on time.,clear,0
2025-10-10 23:06:00,Jalandhar Bypass,crossed jalandhar bypass. road clear. reaching on time.,clear,0
2025-10-11 00:35:00,Machhiwara,stray cows on road near machhiwara. risk of accident. stopped.,rural_hazard,3
2025-10-11 01:06:00,Raikot,zero visibility nr raikot. smog is dead. driving slow.,smog_fog,9
2025-10-11 05:02:00,Rajpura Toll,zero visibility near rajpura toll. smog is total. driving slow.,smog_fog,8
2025-10-11 05:34:00,NH-44,zr vsblty nr nh-44. hvy rn s slw. drvng slw.,smog_fog,7
2025-10-11 07:49:00,Khanna Mandi,my cntr stppd t khnn mnd. brk fl. nd mchnc.,vehicle_breakdown,2
2025-10-11 08:22:00,GT Road,pr trffc. cntr stck pss gt rd d t nldng.,harvest_traffic,5
2025-10-11 08:38:00,Nakodar,dead traffic. gaadi blocked near nakodar due to slow gate entry.,harvest_traffic,5
2025-10-11 09:25:00,Moga Grain Market,very bad traffic. canter blokd near moga grain market due to labor shortage.,harvest_traffic,5
2025-10-11 09:44:00,Nakodar,boht heavy traffic. truck phas gya near nakodar due to overloading check.,harvest_traffic,5
2025-10-11 10:08:00,Bathinda Refinery,boht heavy traffic. trolley stopped nr bathinda refinery due to slow gate entry.,harvest_traffic,6
2025-10-11 10:35:00,Sirhind Mandi,sirhind mandi stopped by road roko. total jam. avoid this route.,protest_dharna,10
2025-10-11 10:45:00,Ludhiana Transport Nagar,my tanker stopped at ludhiana transport nagar. break fail. need mechanic.,vehicle_breakdown,2
2025-10-11 12:55:00,Rajpura Toll,rajpura toll stopped by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-11 13:39:00,Doraha,total traffic. truck blocked near doraha due to paddy bags.,harvest_traffic,7
2025-10-11 14:30:00,Moga Grain Market,ttl trffc. trlly khd h nr mg grn mrkt d t lbr shrtg.,harvest_traffic,6
2025-10-11 14:55:00,Link Road #5,my tanker stopped at link road #5. engine heat. need mechanic.,vehicle_breakdown,2
2025-10-11 15:36:00,Malerkotla,my canter stopped at malerkotla. break fail. need mechanic.,vehicle_breakdown,2
2025-10-11 15:46:00,Link Road #5,crossed link road #5. road clear. reaching on time.,clear,0
2025-10-11 16:22:00,NH-44,nh-44 blocked by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-11 16:35:00,Link Road #5,crossed link road #5. road clear. reaching on time.,clear,0
2025-10-11 16:58:00,GT Road,my truck stopped at gt road. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-11 17:01:00,Canal Road,crossed canal road. rd clear. reaching on time.,clear,0
2025-10-11 17:15:00,NH-44,crssd nh-44. rd clr. rchng n tm.,clear,0
2025-10-11 17:17:00,Khanna Mandi,crssd khnn mnd. rd clr. rchng n tm.,clear,0
2025-10-11 17:31:00,Jalandhar Bypass,jalandhar bypass stopped by strike. total jam. avoid this route.,protest_dharna,10
2025-10-11 17:41:00,Canal Road,my tanker stopped at canal road. engine heat. need mechanic.,vehicle_breakdown,2
2025-10-11 18:57:00,Raikot,dead traffic. tractor phas gya near raikot due to labor shortage.,harvest_traffic,7
2025-10-11 19:37:00,Bathinda Refinery,crossed bathinda refinery. road clear. reaching on time.,clear,0
2025-10-11 19:37:00,Machhiwara,machhiwara khada hai by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-11 19:48:00,Ferozepur Road,ferozepur rasta stuck by union block. total jam. avoid this route.,protest_dharna,10
2025-10-11 19:54:00,Jalandhar Bypass,my trolley stopped at jalandhar bypass. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-11 20:00:00,Jagraon Mandi,zero visibility nr jagraon mandi. slippery road is dead. driving slow.,smog_fog,9
2025-10-11 20:27:00,Ludhiana Transport Nagar,stray cows on road near ludhiana transport nagar. risk of accident. jammed.,rural_hazard,3
2025-10-11 22:02:00,NH-44,zero visibility near nh-44. smog is pura. driving slow.,smog_fog,7
2025-10-12 00:46:00,Bathinda Refinery,crossed bathinda refinery. rasta clear. reaching on time.,clear,0
2025-10-12 01:12:00,Malerkotla,crossed malerkotla. road clear. reaching on time.,clear,0
2025-10-12 01:59:00,Ferozepur Road,mud on road near ferozepur road. risk of accident. blocked.,rural_hazard,3
2025-10-12 02:21:00,Amritsar Gate,pthl n rd nr amrtsr gt. rsk f ccdnt. khd h.,rural_hazard,6
2025-10-12 02:42:00,Machhiwara,zero visibility near machhiwara. fog is slow. driving slow.,smog_fog,7
2025-10-12 03:04:00,Sirhind Mandi,electric wire on road near sirhind mandi. risk of accident. stuck.,rural_hazard,6
2025-10-12 04:28:00,Moga Grain Market,zero visibility near moga grain market. smog is slow. driving slow.,smog_fog,7
2025-10-12 04:34:00,Moga Grain Market,zero visibility nr moga grain market. heavy rain is pura. driving slow.,smog_fog,9
2025-10-12 05:04:00,Sahnewal Mandi,zr vsblty nr shnwl mnd. smg s vry bd. drvng slw.,smog_fog,8
2025-10-12 07:36:00,NH-44,pura traffic. gaadi stuck near nh-44 due to paddy bags.,harvest_traffic,7
2025-10-12 08:00:00,Link Road #5,dead traffic. gaadi khada hai near link road #5 due to paddy bags.,harvest_traffic,7
2025-10-12 08:14:00,Samrala,crossed samrala. rasta clear. reaching on time.,clear,0
2025-10-12 09:12:00,GT Road,very bad traffic. tanker stopped near gt road due to overloading check.,harvest_traffic,6
2025-10-12 09:14:00,Sahnewal Mandi,my gaadi stopped at sahnewal mandi. clutch plate gya. need mechanic.,vehicle_breakdown,2
2025-10-12 09:33:00,Amritsar Gate,my gaadi stopped at amritsar gate. break fail. need mechanic.,vehicle_breakdown,2
2025-10-12 10:07:00,NH-44,slow traffic. canter stuck near nh-44 due to paddy bags.,harvest_traffic,4
2025-10-12 10:49:00,Link Road #5,total traffic. gaadi stopped pass link road #5 due to labor shortage.,harvest_traffic,5
2025-10-12 11:01:00,Sahnewal Mandi,crossed sahnewal mandi. road clear. reaching on time.,clear,0
2025-10-12 11:38:00,Rajpura Toll,very bad traffic. tractor blocked near rajpura toll due to labor shortage.,harvest_traffic,5
2025-10-12 11:52:00,Link Road #5,link rasta #5 khada hai by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-12 12:45:00,Doraha,doraha stopped by union block. total jam. avoid this route.,protest_dharna,10
2025-10-12 14:13:00,Doraha,doraha stuck by rod roko. total jam. avoid this route.,protest_dharna,10
2025-10-12 14:37:00,Machhiwara,mchhwr khd h by dhrn. ttl jm. avd ths rt.,protest_dharna,10
2025-10-12 15:43:00,Machhiwara,my canter stopped at machhiwara. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-12 18:19:00,GT Road,my gaadi stopped at gt road. break fail. need mechanic.,vehicle_breakdown,2
2025-10-12 18:27:00,Phillaur,very bad traffic. truck khada hai near phillaur due to overloading check.,harvest_traffic,5
2025-10-12 20:43:00,Amritsar Gate,crssd amrtsr gt. rd clr. rchng n tm.,clear,0
2025-10-12 22:38:00,Ludhiana Transport Nagar,electric wire on road near ludhiana transport nagar. risk of accident. stuck.,rural_hazard,6
2025-10-12 22:43:00,Sirhind Mandi,zero visibility pass sirhind mandi. smog is boht heavy. driving slow.,smog_fog,9
2025-10-12 23:20:00,Sirhind Mandi,electric wire on road nr sirhind mandi. risk of accident. khada hai.,rural_hazard,3
2025-10-12 23:52:00,Moga Grain Market,zero visibility near moga grain market. heavy rain is dead. driving slow.,smog_fog,8
2025-10-12 23:53:00,Canal Road,crossed canal road. rod clear. reaching on time.,clear,0
2025-10-13 00:25:00,Jalandhar Bypass,cattle on road near jalandhar bypass. risk of accident. stopped.,rural_hazard,6
2025-10-13 00:26:00,Khanna Mandi,cattle on road near khanna mandi. risk of accident. khada hai.,rural_hazard,6
2025-10-13 00:48:00,Canal Road,zero visibility near canal road. dhund is pura. driving slow.,smog_fog,9
2025-10-13 02:03:00,Amritsar Gate,zr vsblty nr amrtsr gt. smg s vry bd. drvng slw.,smog_fog,8
2025-10-13 02:17:00,Ferozepur Road,zero visibility nr ferozepur road. slippery road is very bad. driving slow.,smog_fog,7
2025-10-13 02:18:00,Sirhind Mandi,zr vsblty pss srhnd mnd. slppry rd s vry bd. drvng slw.,smog_fog,7
2025-10-13 02:49:00,Doraha,zero visibility near doraha. heavy rain is slow. driving slow.,smog_fog,9
2025-10-13 03:48:00,Malerkotla,stray cows on rod near malerkotla. risk of accident. stopped.,rural_hazard,4
2025-10-13 04:13:00,Ferozepur Road,stray cows on rod near ferozepur road. risk of accident. khada hai.,rural_hazard,6
2025-10-13 05:26:00,Nakodar,crossed nakodar. rasta clear. reaching on time.,clear,0
2025-10-13 07:56:00,GT Road,gt road stuck by union block. total jam. avoid this route.,protest_dharna,10
2025-10-13 08:59:00,Jalandhar Bypass,boht heavy traffic. tanker khada hai near jalandhar bypass due to labor shortage.,harvest_traffic,6
2025-10-13 09:29:00,Link Road #5,lnk rd #5 blckd by dhrn. ttl jm. avd ths rt.,protest_dharna,10
2025-10-13 10:13:00,Ferozepur Road,crossed ferozepur road. rasta clear. reaching on time.,clear,0
2025-10-13 11:29:00,Ferozepur Road,boht heavy traffic. truck blocked nr ferozepur road due to slow gate entry.,harvest_traffic,5
2025-10-13 11:32:00,Khanna Mandi,my tractor stopped at khanna mandi. engine heat. need mechanic.,vehicle_breakdown,2
2025-10-13 11:51:00,Malerkotla,vry bd trffc. cntr jmmd nr mlrktl d t lbr shrtg.,harvest_traffic,5
2025-10-13 14:29:00,GT Road,dead traffic. tractor phas gya near gt rasta due to unloading.,harvest_traffic,5
2025-10-13 15:35:00,Ferozepur Road,my canter stopped at ferozepur road. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-13 15:54:00,Rajpura Toll,slow traffic. tractor blocked near rajpura toll due to paddy bags.,harvest_traffic,5
2025-10-13 18:29:00,Sahnewal Mandi,boht heavy traffic. canter khada hai near sahnewal mandi due to slow gate entry.,harvest_traffic,5
2025-10-13 19:43:00,Khanna Mandi,crossed khanna mandi. road clear. reaching on time.,clear,0
2025-10-13 19:47:00,Ludhiana Transport Nagar,crossed ludhiana transport nagar. road clear. reaching on time.,clear,0
2025-10-13 19:47:00,Nakodar,crossed nakodar. road clear. reaching on time.,clear,0
2025-10-13 20:23:00,Sahnewal Mandi,zero visibility near sahnewal mandi. fog is boht heavy. driving slow.,smog_fog,9
2025-10-13 20:30:00,Ferozepur Road,crossed ferozepur road. road clear. reaching on time.,clear,0
2025-10-13 20:35:00,Moga Grain Market,crossed moga grain market. road clear. reaching on time.,clear,0
2025-10-13 21:33:00,Sirhind Mandi,cattle on rasta near sirhind mandi. risk of accident. khada hai.,rural_hazard,4
2025-10-13 21:47:00,Bathinda Refinery,zero visibility near bathinda refinery. dhund is pura. driving slow.,smog_fog,9
2025-10-13 22:04:00,Raikot,electric wire on road pass raikot. risk of accident. stopped.,rural_hazard,3
2025-10-13 22:32:00,Doraha,electric wire on road near doraha. risk of accident. khada hai.,rural_hazard,4
2025-10-13 22:43:00,Jagraon Mandi,zero visibility near jagraon mandi. smog is dead. driving slow.,smog_fog,7
2025-10-13 22:52:00,Ludhiana Transport Nagar,crossed ludhiana transport nagar. road clear. reaching on time.,clear,0
2025-10-13 23:21:00,Sahnewal Mandi,zero visibility near sahnewal mandi. waterlogging is pura. driving slow.,smog_fog,9
2025-10-14 01:56:00,Phillaur,crossed phillaur. road clear. reaching on time.,clear,0
2025-10-14 04:17:00,Khanna Mandi,crossed khanna mandi. road clear. reaching on time.,clear,0
2025-10-14 04:57:00,GT Road,zero visibility near gt road. smog is total. driving slow.,smog_fog,7
2025-10-14 05:24:00,Ludhiana Transport Nagar,zero visibility near ludhiana transport nagar. fog is very bad. driving slow.,smog_fog,8
2025-10-14 05:44:00,Nakodar,zero visibility nr nakodar. waterlogging is dead. driving slow.,smog_fog,9
2025-10-14 05:55:00,Machhiwara,stray cows on rasta pass machhiwara. risk of accident. jammed.,rural_hazard,5
2025-10-14 06:01:00,Phillaur,crssd phllr. rd clr. rchng n tm.,clear,0
2025-10-14 06:39:00,Malerkotla,crossed malerkotla. rd clear. reaching on time.,clear,0
2025-10-14 06:51:00,NH-44,zero visibility near nh-44. smog is very bad. driving slow.,smog_fog,7
2025-10-14 07:03:00,Canal Road,total traffic. canter phas gya nr canal road due to unloading.,harvest_traffic,7
2025-10-14 07:33:00,Phillaur,slow traffic. canter blocked near phillaur due to unloading.,harvest_traffic,5
2025-10-14 07:36:00,Moga Grain Market,crssd mg grn mrkt. rd clr. rchng n tm.,clear,0
2025-10-14 07:48:00,Khanna Mandi,crossed khanna mandi. road clear. reaching on time.,clear,0
2025-10-14 07:54:00,Raikot,my gaadi stopped at raikot. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-14 10:10:00,Amritsar Gate,crossed amritsar gate. road clear. reaching on time.,clear,0
2025-10-14 10:54:00,Canal Road,canal road stuck by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-14 10:54:00,Malerkotla,my gaadi stopped at malerkotla. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-14 11:04:00,Phillaur,dead traffic. tanker stuck nr phillaur due to overloading check.,harvest_traffic,7
2025-10-14 12:07:00,Moga Grain Market,very bad traffic. trolley phas gya nr moga grain market due to paddy bags.,harvest_traffic,5
2025-10-14 12:52:00,Jagraon Mandi,crossed jagraon mandi. road clear. reaching on time.,clear,0
2025-10-14 14:27:00,Rajpura Toll,crssd rjpr tll. rd clr. rchng n tm.,clear,0
2025-10-14 14:38:00,Phillaur,crossed phillaur. road clear. reaching on time.,clear,0
2025-10-14 14:54:00,Samrala,crossed samrala. road clear. reaching on time.,clear,0
2025-10-14 15:30:00,Sahnewal Mandi,crossed sahnewal mandi. rod clear. reaching on time.,clear,0
2025-10-14 16:30:00,Bathinda Refinery,very bad traffic. trolley stopped near bathinda refinery due to slow gate entry.,harvest_traffic,6
2025-10-14 17:19:00,Doraha,very bad traffic. truck stuck near doraha due to slow gate entry.,harvest_traffic,7
2025-10-14 17:38:00,Ferozepur Road,boht heavy traffic. canter stopped nr ferozepur road due to labor shortage.,harvest_traffic,7
2025-10-14 20:28:00,Phillaur,elctrc wr n rd nr phllr. rsk f ccdnt. stppd.,rural_hazard,5
2025-10-14 20:29:00,Canal Road,zero visibility near canal road. heavy rain is dead. driving slow.,smog_fog,9
2025-10-14 21:25:00,Sahnewal Mandi,crossed sahnewal mandi. road clear. reaching on time.,clear,0
2025-10-14 21:36:00,Phillaur,zero visibility near phillaur. fog is total. driving slow.,smog_fog,8
2025-10-14 21:52:00,Canal Road,zero visibility near canal road. waterlogging is boht heavy. driving slow.,smog_fog,7
2025-10-14 22:06:00,Phillaur,md n rd pss phllr. rsk f ccdnt. phs gy.,rural_hazard,4
2025-10-14 22:09:00,Amritsar Gate,zero visibility near amritsar gate. slippery rod is very bad. driving slow.,smog_fog,8
2025-10-14 23:34:00,Canal Road,mud on road near canal road. risk of accident. blocked.,rural_hazard,6
2025-10-15 00:00:00,Nakodar,cattle on rd near nakodar. risk of accident. phas gya.,rural_hazard,3
2025-10-15 00:53:00,Phillaur,zero visibility near phillaur. dhund is dead. driving slow.,smog_fog,8
2025-10-15 01:09:00,Rajpura Toll,stray cows on road near rajpura toll. risk of accident. stuck.,rural_hazard,6
2025-10-15 01:15:00,Nakodar,electric wire on road pass nakodar. risk of accident. stuck.,rural_hazard,6
2025-10-15 04:24:00,Link Road #5,elctrc wr n rd nr lnk rd #5. rsk f ccdnt. jmmd.,rural_hazard,4
2025-10-15 05:26:00,Jagraon Mandi,zr vsblty nr jgrn mnd. dhnd s slw. drvng slw.,smog_fog,8
2025-10-15 06:07:00,Rajpura Toll,zero visibility pass rajpura toll. waterlogging is very bad. driving slow.,smog_fog,8
2025-10-15 07:10:00,Bathinda Refinery,bathinda refinery block by union block. total jam. avoid this route.,protest_dharna,10
2025-10-15 07:15:00,Moga Grain Market,very bad traffic. canter phas gya near moga grain market due to unloading.,harvest_traffic,4
2025-10-15 10:10:00,Sirhind Mandi,my canter stopped at sirhind mandi. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-15 10:10:00,Ferozepur Road,ferozepur rod jammed by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-15 10:53:00,Sirhind Mandi,dead traffic. canter khada hai near sirhind mandi due to labor shortage.,harvest_traffic,5
2025-10-15 11:47:00,NH-44,my canter stopped at nh-44. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-15 11:59:00,Amritsar Gate,boht heavy traffic. gaadi stuck pass amritsar gate due to labor shortage.,harvest_traffic,6
2025-10-15 13:12:00,GT Road,gt road jammed by road roko. total jam. avoid this route.,protest_dharna,10
2025-10-15 13:41:00,Rajpura Toll,my canter stopped at rajpura toll. break fail. need mechanic.,vehicle_breakdown,2
2025-10-15 14:03:00,Machhiwara,crossed machhiwara. road clear. reaching on time.,clear,0
2025-10-15 16:08:00,Machhiwara,crossed machhiwara. road clear. reaching on time.,clear,0
2025-10-15 17:29:00,NH-44,crossed nh-44. road clear. reaching on time.,clear,0
2025-10-15 18:16:00,Jalandhar Bypass,my canter stopped at jalandhar bypass. clutch plate gya. need mechanic.,vehicle_breakdown,2
2025-10-15 18:39:00,NH-44,crssd nh-44. rd clr. rchng n tm.,clear,0
2025-10-15 19:40:00,Sahnewal Mandi,boht heavy traffic. tanker jammed near sahnewal mandi due to labor shortage.,harvest_traffic,6
2025-10-15 19:46:00,Jalandhar Bypass,slow traffic. truck jammed pass jalandhar bypass due to unloading.,harvest_traffic,7
2025-10-15 20:41:00,Doraha,mud on road near doraha. risk of accident. phas gya.,rural_hazard,5
2025-10-15 21:16:00,Rajpura Toll,zero visibility near rajpura toll. heavy rain is boht heavy. driving slow.,smog_fog,9
2025-10-15 21:58:00,Amritsar Gate,stray cows on road nr amritsar gate. risk of accident. jammed.,rural_hazard,5
2025-10-15 22:12:00,Khanna Mandi,zero visibility near khanna mandi. slippery road is pura. driving slow.,smog_fog,8
2025-10-16 00:00:00,Bathinda Refinery,zero visibility near bathinda refinery. slippery road is slow. driving slow.,smog_fog,9
2025-10-16 01:06:00,Malerkotla,pothole on road near malerkotla. risk of accident. blocked.,rural_hazard,6
2025-10-16 01:12:00,Jagraon Mandi,crossed jagraon mandi. rd clear. reaching on time.,clear,0
2025-10-16 01:43:00,Rajpura Toll,zero visibility near rajpura toll. smog is boht heavy. driving slow.,smog_fog,9
2025-10-16 02:31:00,Khanna Mandi,zero visibility pass khanna mandi. heavy rain is slow. driving slow.,smog_fog,7
2025-10-16 04:37:00,Moga Grain Market,zero visibility near moga grain market. smog is total. driving slow.,smog_fog,8
2025-10-16 04:41:00,Sahnewal Mandi,zero visibility near sahnewal mandi. dhund is total. driving slow.,smog_fog,8
2025-10-16 05:28:00,Sirhind Mandi,zero visibility near sirhind mandi. heavy rain is boht heavy. driving slow.,smog_fog,7
2025-10-16 05:40:00,Raikot,crossed raikot. rd clear. reaching on time.,clear,0
2025-10-16 08:45:00,Link Road #5,crossed link rasta #5. rasta clear. reaching on time.,clear,0
2025-10-16 09:10:00,Samrala,total traffic. gaadi stuck nr samrala due to slow gate entry.,harvest_traffic,6
2025-10-16 10:19:00,Raikot,dead traffic. tanker block near raikot due to paddy bags.,harvest_traffic,7
2025-10-16 10:45:00,Canal Road,dead traffic. tractor phas gya near canal rd due to unloading.,harvest_traffic,6
2025-10-16 11:17:00,Machhiwara,slow traffic. trolley phas gya near machhiwara due to overloading check.,harvest_traffic,6
